date,county,rainfall_mm,avg_temp_c
2015-10-22,Busia,8.29,25.21
2015-10-23,Busia,7.82,23.43
2015-10-24,Busia,14.65,21.59
2015-10-25,Busia,6.01,30.8
2015-10-26,Busia,10.9,23.61
2015-10-27,Busia,12.64,25.95
2015-10-28,Busia,7.94,21.94
2015-10-29,Busia,10.95,21.3
2015-10-30,Busia,13.1,24.87
2015-10-31,Busia,10.0,25.71
2015-11-01,Busia,9.51,28.49
2015-11-02,Busia,7.33,25.01
2015-11-03,Busia,9.55,18.01
2015-11-04,Busia,8.38,29.32
2015-11-05,Busia,7.11,26.97
2015-11-06,Busia,14.76,23.65
2015-11-07,Busia,4.83,27.51
2015-11-08,Busia,10.23,24.61
2015-11-09,Busia,11.41,28.35
2015-11-10,Busia,12.03,20.86
2015-11-11,Busia,4.53,19.92
2015-11-12,Busia,8.34,16.97
2015-11-13,Busia,14.06,20.21
2015-11-14,Busia,11.07,23.61
2015-11-15,Busia,5.65,26.46
2015-11-16,Busia,2.29,28.7
2015-11-17,Busia,6.47,23.63
2015-11-18,Busia,9.28,24.61
2015-11-19,Busia,13.72,23.05
2015-11-20,Busia,7.4,22.68
2015-11-21,Busia,11.61,22.53
2015-11-22,Busia,12.46,22.29
2015-11-23,Busia,8.34,27.63
2015-11-24,Busia,6.38,17.71
2015-11-25,Busia,9.16,23.07
2015-11-26,Busia,9.88,23.06
2015-11-27,Busia,9.66,17.42
2015-11-28,Busia,5.85,24.44
2015-11-29,Busia,15.08,25.43
2015-11-30,Busia,7.31,22.21
2015-12-01,Busia,4.3,22.19
2015-12-02,Busia,7.9,21.43
2015-12-03,Busia,1.73,25.27
2015-12-04,Busia,6.38,20.15
2015-12-05,Busia,7.34,21.92
2015-12-06,Busia,0.0,23.35
2015-12-07,Busia,5.13,22.6
2015-12-08,Busia,1.9,21.75
2015-12-09,Busia,5.12,26.87
2015-12-10,Busia,3.08,26.85
2015-12-11,Busia,1.65,27.49
2015-12-12,Busia,4.8,24.86
2015-12-13,Busia,7.58,20.48
2015-12-14,Busia,2.36,24.4
2015-12-15,Busia,5.08,20.52
2015-12-16,Busia,4.53,23.86
2015-12-17,Busia,4.89,25.79
2015-12-18,Busia,9.34,26.48
2015-12-19,Busia,4.09,17.99
2015-12-20,Busia,5.26,29.27
2015-12-21,Busia,5.89,24.18
2015-12-22,Busia,5.9,21.25
2015-12-23,Busia,6.13,18.16
2015-12-24,Busia,2.68,26.72
2015-12-25,Busia,6.05,16.05
2015-12-26,Busia,8.5,20.44
2015-12-27,Busia,6.16,26.79
2015-12-28,Busia,6.77,27.73
2015-12-29,Busia,5.37,26.09
2015-12-30,Busia,0.77,27.63
2015-12-31,Busia,4.54,21.47
2016-01-01,Busia,4.33,20.04
2016-01-02,Busia,6.61,20.27
2016-01-03,Busia,6.08,30.33
2016-01-04,Busia,7.31,21.13
2016-01-05,Busia,0.71,26.32
2016-01-06,Busia,10.18,26.88
2016-01-07,Busia,6.54,20.03
2016-01-08,Busia,3.74,26.95
2016-01-09,Busia,5.44,25.69
2016-01-10,Busia,6.08,25.81
2016-01-11,Busia,4.98,23.2
2016-01-12,Busia,7.86,24.88
2016-01-13,Busia,7.07,26.09
2016-01-14,Busia,6.02,25.31
2016-01-15,Busia,3.1,22.12
2016-01-16,Busia,3.11,26.88
2016-01-17,Busia,3.62,16.4
2016-01-18,Busia,7.2,20.05
2016-01-19,Busia,5.39,28.48
2016-01-20,Busia,4.59,19.76
2016-01-21,Busia,5.11,24.67
2016-01-22,Busia,1.95,25.99
2016-01-23,Busia,4.14,25.87
2016-01-24,Busia,6.76,23.6
2016-01-25,Busia,8.37,20.63
2016-01-26,Busia,5.3,21.38
2016-01-27,Busia,4.0,24.89
2016-01-28,Busia,5.58,29.15
2016-01-29,Busia,5.52,24.26
2016-01-30,Busia,7.14,24.39
2016-01-31,Busia,9.05,25.51
2016-02-01,Busia,4.93,22.91
2016-02-02,Busia,6.65,27.13
2016-02-03,Busia,9.32,19.11
2016-02-04,Busia,2.42,26.53
2016-02-05,Busia,8.95,26.44
2016-02-06,Busia,5.41,21.87
2016-02-07,Busia,9.43,19.6
2016-02-08,Busia,4.94,23.97
2016-02-09,Busia,3.6,22.94
2016-02-10,Busia,6.91,25.27
2016-02-11,Busia,3.46,22.11
2016-02-12,Busia,3.1,24.91
2016-02-13,Busia,0.28,21.33
2016-02-14,Busia,0.05,22.85
2016-02-15,Busia,1.83,21.51
2016-02-16,Busia,2.17,21.6
2016-02-17,Busia,1.7,21.57
2016-02-18,Busia,4.05,26.5
2016-02-19,Busia,5.97,24.03
2016-02-20,Busia,5.86,18.39
2016-02-21,Busia,6.55,24.31
2016-02-22,Busia,4.68,26.3
2016-02-23,Busia,5.76,20.56
2016-02-24,Busia,2.61,21.8
2016-02-25,Busia,7.37,22.56
2016-02-26,Busia,6.86,25.29
2016-02-27,Busia,7.7,26.14
2016-02-28,Busia,6.11,24.06
2016-02-29,Busia,4.97,23.54
2016-03-01,Busia,20.47,24.65
2016-03-02,Busia,13.14,28.33
2016-03-03,Busia,14.12,22.19
2016-03-04,Busia,10.75,23.74
2016-03-05,Busia,5.29,21.75
2016-03-06,Busia,12.25,23.0
2016-03-07,Busia,16.26,24.54
2016-03-08,Busia,12.06,20.67
2016-03-09,Busia,13.87,18.91
2016-03-10,Busia,21.4,21.69
2016-03-11,Busia,6.11,23.46
2016-03-12,Busia,18.05,24.85
2016-03-13,Busia,20.7,24.11
2016-03-14,Busia,10.06,23.73
2016-03-15,Busia,16.35,24.61
2016-03-16,Busia,16.37,25.45
2016-03-17,Busia,18.7,23.07
2016-03-18,Busia,10.63,24.83
2016-03-19,Busia,17.9,27.99
2016-03-20,Busia,15.07,26.58
2016-03-21,Busia,12.95,26.87
2016-03-22,Busia,9.32,24.8
2016-03-23,Busia,27.41,24.63
2016-03-24,Busia,16.73,22.91
2016-03-25,Busia,14.36,27.39
2016-03-26,Busia,19.76,25.01
2016-03-27,Busia,18.13,22.92
2016-03-28,Busia,26.24,22.01
2016-03-29,Busia,10.3,23.7
2016-03-30,Busia,10.43,28.58
2016-03-31,Busia,15.99,20.45
2016-04-01,Busia,12.87,21.82
2016-04-02,Busia,15.04,24.19
2016-04-03,Busia,20.16,27.29
2016-04-04,Busia,16.58,25.68
2016-04-05,Busia,13.95,22.81
2016-04-06,Busia,16.06,24.29
2016-04-07,Busia,6.54,21.29
2016-04-08,Busia,8.82,23.54
2016-04-09,Busia,16.02,27.38
2016-04-10,Busia,15.92,21.24
2016-04-11,Busia,8.55,25.04
2016-04-12,Busia,15.83,21.48
2016-04-13,Busia,8.67,22.76
2016-04-14,Busia,22.16,21.54
2016-04-15,Busia,11.66,22.35
2016-04-16,Busia,10.78,25.63
2016-04-17,Busia,14.71,24.91
2016-04-18,Busia,16.49,22.77
2016-04-19,Busia,14.44,25.3
2016-04-20,Busia,23.42,17.57
2016-04-21,Busia,18.2,27.86
2016-04-22,Busia,8.97,23.86
2016-04-23,Busia,10.68,26.49
2016-04-24,Busia,12.01,23.09
2016-04-25,Busia,15.54,21.26
2016-04-26,Busia,22.25,24.19
2016-04-27,Busia,17.94,20.52
2016-04-28,Busia,13.58,29.0
2016-04-29,Busia,14.02,23.63
2016-04-30,Busia,15.5,24.06
2016-05-01,Busia,19.42,25.29
2016-05-02,Busia,10.45,19.53
2016-05-03,Busia,10.59,28.99
2016-05-04,Busia,10.96,23.48
2016-05-05,Busia,14.22,23.81
2016-05-06,Busia,13.99,28.81
2016-05-07,Busia,18.07,22.56
2016-05-08,Busia,16.72,23.83
2016-05-09,Busia,24.11,19.91
2016-05-10,Busia,8.51,19.76
2016-05-11,Busia,14.22,23.43
2016-05-12,Busia,15.02,23.88
2016-05-13,Busia,4.82,18.98
2016-05-14,Busia,15.47,21.82
2016-05-15,Busia,22.98,23.87
2016-05-16,Busia,7.59,26.96
2016-05-17,Busia,20.44,25.43
2016-05-18,Busia,0.42,24.1
2016-05-19,Busia,22.86,20.14
2016-05-20,Busia,14.78,22.81
2016-05-21,Busia,17.08,29.6
2016-05-22,Busia,8.32,25.95
2016-05-23,Busia,16.99,22.57
2016-05-24,Busia,12.87,18.99
2016-05-25,Busia,20.78,25.39
2016-05-26,Busia,11.33,23.29
2016-05-27,Busia,8.05,24.9
2016-05-28,Busia,23.44,25.93
2016-05-29,Busia,14.91,22.9
2016-05-30,Busia,9.01,18.42
2016-05-31,Busia,14.35,22.81
2016-06-01,Busia,4.07,24.6
2016-06-02,Busia,4.08,22.71
2016-06-03,Busia,4.21,25.74
2016-06-04,Busia,9.12,24.09
2016-06-05,Busia,6.94,24.39
2016-06-06,Busia,3.62,24.61
2016-06-07,Busia,7.33,27.96
2016-06-08,Busia,4.2,25.94
2016-06-09,Busia,3.97,27.55
2016-06-10,Busia,3.22,21.69
2016-06-11,Busia,4.89,21.58
2016-06-12,Busia,1.36,17.85
2016-06-13,Busia,8.49,29.14
2016-06-14,Busia,5.94,23.71
2016-06-15,Busia,3.09,23.97
2016-06-16,Busia,3.57,27.66
2016-06-17,Busia,5.24,22.12
2016-06-18,Busia,4.82,33.73
2016-06-19,Busia,4.66,23.96
2016-06-20,Busia,5.49,20.16
2016-06-21,Busia,2.67,25.09
2016-06-22,Busia,6.99,23.9
2016-06-23,Busia,5.58,23.83
2016-06-24,Busia,3.58,27.63
2016-06-25,Busia,1.66,24.13
2016-06-26,Busia,5.07,24.84
2016-06-27,Busia,9.85,28.32
2016-06-28,Busia,4.13,16.89
2016-06-29,Busia,6.23,24.44
2016-06-30,Busia,2.28,22.58
2016-07-01,Busia,5.15,22.87
2016-07-02,Busia,3.34,24.56
2016-07-03,Busia,1.81,24.31
2016-07-04,Busia,2.47,24.59
2016-07-05,Busia,2.96,24.43
2016-07-06,Busia,5.49,23.44
2016-07-07,Busia,5.45,21.78
2016-07-08,Busia,5.17,26.5
2016-07-09,Busia,7.03,23.32
2016-07-10,Busia,4.92,24.0
2016-07-11,Busia,3.75,27.3
2016-07-12,Busia,4.93,18.97
2016-07-13,Busia,5.9,16.62
2016-07-14,Busia,5.52,17.12
2016-07-15,Busia,5.58,22.21
2016-07-16,Busia,1.55,25.13
2016-07-17,Busia,4.14,27.92
2016-07-18,Busia,7.14,25.3
2016-07-19,Busia,9.45,22.53
2016-07-20,Busia,8.65,24.55
2016-07-21,Busia,4.44,23.58
2016-07-22,Busia,3.99,24.19
2016-07-23,Busia,6.27,21.6
2016-07-24,Busia,7.61,21.43
2016-07-25,Busia,3.65,21.23
2016-07-26,Busia,0.98,25.52
2016-07-27,Busia,2.46,27.52
2016-07-28,Busia,9.35,22.68
2016-07-29,Busia,3.98,22.12
2016-07-30,Busia,8.78,26.09
2016-07-31,Busia,2.32,25.23
2016-08-01,Busia,5.36,22.71
2016-08-02,Busia,6.63,25.4
2016-08-03,Busia,4.13,25.48
2016-08-04,Busia,4.07,17.04
2016-08-05,Busia,9.48,23.92
2016-08-06,Busia,6.58,23.93
2016-08-07,Busia,3.6,25.5
2016-08-08,Busia,3.32,24.22
2016-08-09,Busia,4.23,20.19
2016-08-10,Busia,5.46,27.66
2016-08-11,Busia,4.83,24.5
2016-08-12,Busia,3.08,27.63
2016-08-13,Busia,4.21,24.57
2016-08-14,Busia,8.14,24.19
2016-08-15,Busia,3.06,26.07
2016-08-16,Busia,7.73,22.68
2016-08-17,Busia,2.87,18.72
2016-08-18,Busia,7.25,26.5
2016-08-19,Busia,4.71,21.03
2016-08-20,Busia,1.75,26.75
2016-08-21,Busia,5.87,25.91
2016-08-22,Busia,6.04,28.36
2016-08-23,Busia,3.08,25.02
2016-08-24,Busia,4.08,25.69
2016-08-25,Busia,2.64,17.59
2016-08-26,Busia,4.32,19.81
2016-08-27,Busia,7.13,24.59
2016-08-28,Busia,3.42,30.78
2016-08-29,Busia,6.32,21.43
2016-08-30,Busia,7.97,21.87
2016-08-31,Busia,2.31,25.38
2016-09-01,Busia,3.53,27.98
2016-09-02,Busia,4.57,24.17
2016-09-03,Busia,4.98,22.56
2016-09-04,Busia,6.8,23.45
2016-09-05,Busia,8.62,24.97
2016-09-06,Busia,6.51,25.37
2016-09-07,Busia,4.78,23.55
2016-09-08,Busia,6.48,23.46
2016-09-09,Busia,7.5,22.07
2016-09-10,Busia,8.35,23.88
2016-09-11,Busia,6.11,26.57
2016-09-12,Busia,5.73,21.15
2016-09-13,Busia,4.37,20.83
2016-09-14,Busia,4.9,22.72
2016-09-15,Busia,4.19,23.14
2016-09-16,Busia,5.65,26.15
2016-09-17,Busia,3.69,28.43
2016-09-18,Busia,7.42,25.67
2016-09-19,Busia,5.86,27.77
2016-09-20,Busia,7.06,23.05
2016-09-21,Busia,9.6,20.2
2016-09-22,Busia,5.86,23.94
2016-09-23,Busia,3.05,22.77
2016-09-24,Busia,8.54,23.37
2016-09-25,Busia,2.83,24.24
2016-09-26,Busia,10.06,24.65
2016-09-27,Busia,5.92,22.32
2016-09-28,Busia,5.06,17.57
2016-09-29,Busia,1.89,24.17
2016-09-30,Busia,3.79,25.37
2016-10-01,Busia,7.67,21.61
2015-01-01,Siaya,6.65,33.26
2015-01-02,Siaya,5.11,23.04
2015-01-03,Siaya,5.72,27.57
2015-01-04,Siaya,6.54,24.03
2015-01-05,Siaya,5.93,25.57
2015-01-06,Siaya,4.76,21.94
2015-01-07,Siaya,5.46,23.68
2015-01-08,Siaya,6.73,23.76
2015-01-09,Siaya,3.23,18.87
2015-01-10,Siaya,6.67,20.69
2015-01-11,Siaya,5.79,26.1
2015-01-12,Siaya,3.0,24.02
2015-01-13,Siaya,6.81,27.93
2015-01-14,Siaya,5.68,20.95
2015-01-15,Siaya,3.02,20.6
2015-01-16,Siaya,6.1,26.45
2015-01-17,Siaya,5.68,26.82
2015-01-18,Siaya,6.11,20.7
2015-01-19,Siaya,8.82,27.0
2015-01-20,Siaya,3.76,23.22
2015-01-21,Siaya,3.05,23.48
2015-01-22,Siaya,6.05,19.85
2015-01-23,Siaya,7.27,30.77
2015-01-24,Siaya,6.21,19.38
2015-01-25,Siaya,5.93,21.87
2015-01-26,Siaya,6.79,20.3
2015-01-27,Siaya,5.71,22.7
2015-01-28,Siaya,4.24,30.25
2015-01-29,Siaya,4.18,23.91
2015-01-30,Siaya,4.19,25.51
2015-01-31,Siaya,4.43,20.36
2015-02-01,Siaya,4.64,23.39
2015-02-02,Siaya,5.35,24.3
2015-02-03,Siaya,2.63,20.28
2015-02-04,Siaya,1.97,22.03
2015-02-05,Siaya,6.07,20.15
2015-02-06,Siaya,1.84,22.71
2015-02-07,Siaya,7.73,18.45
2015-02-08,Siaya,5.2,20.0
2015-02-09,Siaya,7.77,21.4
2015-02-10,Siaya,3.5,20.98
2015-02-11,Siaya,4.52,30.18
2015-02-12,Siaya,3.86,27.91
2015-02-13,Siaya,4.59,25.49
2015-02-14,Siaya,11.09,23.88
2015-02-15,Siaya,5.94,18.91
2015-02-16,Siaya,7.72,19.58
2015-02-17,Siaya,7.63,26.36
2015-02-18,Siaya,3.72,22.07
2015-02-19,Siaya,7.04,22.3
2015-02-20,Siaya,1.66,23.1
2015-02-21,Siaya,4.64,23.2
2015-02-22,Siaya,7.15,26.96
2015-02-23,Siaya,5.18,23.69
2015-02-24,Siaya,6.77,24.4
2015-02-25,Siaya,4.67,24.4
2015-02-26,Siaya,0.0,18.82
2015-02-27,Siaya,6.52,23.49
2015-02-28,Siaya,3.66,26.55
2015-03-01,Siaya,16.97,23.06
2015-03-02,Siaya,22.69,22.54
2015-03-03,Siaya,10.8,23.04
2015-03-04,Siaya,15.46,24.47
2015-03-05,Siaya,9.15,17.8
2015-03-06,Siaya,17.29,22.58
2015-03-07,Siaya,13.98,25.86
2015-03-08,Siaya,13.76,24.88
2015-03-09,Siaya,16.89,20.63
2015-03-10,Siaya,19.1,21.96
2015-03-11,Siaya,12.18,20.48
2015-03-12,Siaya,13.86,24.07
2015-03-13,Siaya,5.64,22.4
2015-03-14,Siaya,14.81,25.33
2015-03-15,Siaya,14.97,31.36
2015-03-16,Siaya,13.21,25.06
2015-03-17,Siaya,14.3,20.55
2015-03-18,Siaya,11.04,24.69
2015-03-19,Siaya,16.69,16.97
2015-03-20,Siaya,6.36,19.78
2015-03-21,Siaya,21.84,22.16
2015-03-22,Siaya,2.01,22.78
2015-03-23,Siaya,21.09,20.49
2015-03-24,Siaya,5.48,25.48
2015-03-25,Siaya,16.27,25.83
2015-03-26,Siaya,21.04,23.28
2015-03-27,Siaya,13.4,25.56
2015-03-28,Siaya,14.27,24.12
2015-03-29,Siaya,18.51,21.59
2015-03-30,Siaya,17.06,27.43
2015-03-31,Siaya,14.91,20.29
2015-04-01,Siaya,21.23,24.01
2015-04-02,Siaya,16.62,21.43
2015-04-03,Siaya,16.21,25.01
2015-04-04,Siaya,13.33,29.9
2015-04-05,Siaya,23.08,23.09
2015-04-06,Siaya,13.31,20.53
2015-04-07,Siaya,14.46,24.16
2015-04-08,Siaya,17.95,23.45
2015-04-09,Siaya,14.1,23.67
2015-04-10,Siaya,19.72,26.78
2015-04-11,Siaya,24.67,22.09
2015-04-12,Siaya,12.03,25.74
2015-04-13,Siaya,13.82,24.98
2015-04-14,Siaya,20.33,24.2
2015-04-15,Siaya,29.47,20.71
2015-04-16,Siaya,19.56,24.41
2015-04-17,Siaya,14.47,19.77
2015-04-18,Siaya,0.87,23.87
2015-04-19,Siaya,16.05,24.49
2015-04-20,Siaya,24.0,28.32
2015-04-21,Siaya,6.33,29.61
2015-04-22,Siaya,6.34,23.27
2015-04-23,Siaya,11.58,18.15
2015-04-24,Siaya,18.63,26.12
2015-04-25,Siaya,17.87,28.54
2015-04-26,Siaya,14.12,26.38
2015-04-27,Siaya,17.6,20.51
2015-04-28,Siaya,17.08,22.13
2015-04-29,Siaya,23.39,26.04
2015-04-30,Siaya,10.72,23.44
2015-05-01,Siaya,10.57,19.19
2015-05-02,Siaya,18.52,29.17
2015-05-03,Siaya,13.26,23.19
2015-05-04,Siaya,8.5,26.4
2015-05-05,Siaya,26.33,23.62
2015-05-06,Siaya,11.24,21.38
2015-05-07,Siaya,10.38,24.84
2015-05-08,Siaya,5.53,19.79
2015-05-09,Siaya,13.1,12.91
2015-05-10,Siaya,20.61,23.17
2015-05-11,Siaya,17.52,25.87
2015-05-12,Siaya,25.07,21.07
2015-05-13,Siaya,26.24,25.83
2015-05-14,Siaya,9.23,26.57
2015-05-15,Siaya,16.02,25.46
2015-05-16,Siaya,16.79,16.69
2015-05-17,Siaya,13.42,26.21
2015-05-18,Siaya,14.77,23.38
2015-05-19,Siaya,13.13,23.13
2015-05-20,Siaya,13.89,24.69
2015-05-21,Siaya,18.85,22.87
2015-05-22,Siaya,9.86,17.82
2015-05-23,Siaya,20.35,23.94
2015-05-24,Siaya,18.97,27.48
2015-05-25,Siaya,21.07,25.33
2015-05-26,Siaya,19.46,24.46
2015-05-27,Siaya,17.68,15.5
2015-05-28,Siaya,8.14,20.96
2015-05-29,Siaya,19.3,19.5
2015-05-30,Siaya,18.44,19.39
2015-05-31,Siaya,20.14,21.92
2015-06-01,Siaya,2.52,24.99
2015-06-02,Siaya,1.13,18.11
2015-06-03,Siaya,3.58,22.55
2015-06-04,Siaya,3.29,23.16
2015-06-05,Siaya,5.39,22.55
2015-06-06,Siaya,8.41,19.17
2015-06-07,Siaya,6.66,23.69
2015-06-08,Siaya,2.52,24.86
2015-06-09,Siaya,3.0,25.45
2015-06-10,Siaya,6.73,19.72
2015-06-11,Siaya,3.74,22.9
2015-06-12,Siaya,3.6,23.25
2015-06-13,Siaya,3.09,20.89
2015-06-14,Siaya,6.34,26.0
2015-06-15,Siaya,3.74,24.3
2015-06-16,Siaya,5.37,20.76
2015-06-17,Siaya,8.37,14.43
2015-06-18,Siaya,6.57,19.13
2015-06-19,Siaya,9.09,22.09
2015-06-20,Siaya,3.78,25.57
2015-06-21,Siaya,7.08,25.48
2015-06-22,Siaya,3.71,23.54
2015-06-23,Siaya,5.41,21.9
2015-06-24,Siaya,7.99,18.92
2015-06-25,Siaya,8.62,25.82
2015-06-26,Siaya,5.97,26.22
2015-06-27,Siaya,7.56,18.98
2015-06-28,Siaya,4.07,26.14
2015-06-29,Siaya,7.7,19.37
2015-06-30,Siaya,2.74,24.55
2015-07-01,Siaya,3.12,27.62
2015-07-02,Siaya,7.68,24.58
2015-07-03,Siaya,3.32,21.32
2015-07-04,Siaya,3.86,24.59
2015-07-05,Siaya,4.96,25.36
2015-07-06,Siaya,5.03,26.67
2015-07-07,Siaya,3.92,24.52
2015-07-08,Siaya,7.07,24.52
2015-07-09,Siaya,6.79,22.0
2015-07-10,Siaya,3.22,20.32
2015-07-11,Siaya,3.98,25.17
2015-07-12,Siaya,4.68,22.68
2015-07-13,Siaya,7.74,28.45
2015-07-14,Siaya,5.35,22.24
2015-07-15,Siaya,7.65,27.68
2015-07-16,Siaya,0.0,24.36
2015-07-17,Siaya,2.29,23.35
2015-07-18,Siaya,4.65,18.37
2015-07-19,Siaya,7.34,23.12
2015-07-20,Siaya,8.58,21.52
2015-07-21,Siaya,4.39,25.29
2015-07-22,Siaya,5.33,26.13
2015-07-23,Siaya,5.4,24.65
2015-07-24,Siaya,7.27,22.02
2015-07-25,Siaya,7.92,25.6
2015-07-26,Siaya,1.53,27.67
2015-07-27,Siaya,4.46,25.29
2015-07-28,Siaya,6.86,23.63
2015-07-29,Siaya,4.12,26.46
2015-07-30,Siaya,7.34,24.35
2015-07-31,Siaya,0.0,27.77
2015-08-01,Siaya,5.83,18.2
2015-08-02,Siaya,4.25,23.08
2015-08-03,Siaya,5.16,20.27
2015-08-04,Siaya,3.63,26.42
2015-08-05,Siaya,6.59,26.25
2015-08-06,Siaya,7.18,20.26
2015-08-07,Siaya,4.14,24.49
2015-08-08,Siaya,2.17,21.02
2015-08-09,Siaya,8.76,31.06
2015-08-10,Siaya,2.08,21.31
2015-08-11,Siaya,2.86,24.73
2015-08-12,Siaya,6.8,24.61
2015-08-13,Siaya,4.72,25.26
2015-08-14,Siaya,4.75,22.47
2015-08-15,Siaya,5.72,23.72
2015-08-16,Siaya,6.0,19.48
2015-08-17,Siaya,6.69,26.7
2015-08-18,Siaya,11.24,26.58
2015-08-19,Siaya,5.27,29.14
2015-08-20,Siaya,6.84,23.03
2015-08-21,Siaya,3.12,27.6
2015-08-22,Siaya,4.19,23.79
2015-08-23,Siaya,6.73,27.13
2015-08-24,Siaya,5.29,20.54
2015-08-25,Siaya,3.97,22.76
2015-08-26,Siaya,2.07,23.54
2015-08-27,Siaya,6.19,25.51
2015-08-28,Siaya,4.46,24.94
2015-08-29,Siaya,5.2,25.13
2015-08-30,Siaya,3.29,24.53
2015-08-31,Siaya,4.25,24.98
2015-09-01,Siaya,7.59,21.15
2015-09-02,Siaya,7.28,31.79
2015-09-03,Siaya,6.99,21.28
2015-09-04,Siaya,5.46,26.47
2015-09-05,Siaya,5.17,26.79
2015-09-06,Siaya,9.29,25.05
2015-09-07,Siaya,3.34,26.0
2015-09-08,Siaya,3.85,28.58
2015-09-09,Siaya,5.61,23.52
2015-09-10,Siaya,4.1,21.41
2015-09-11,Siaya,4.39,27.61
2015-09-12,Siaya,3.95,20.27
2015-09-13,Siaya,6.13,21.56
2015-09-14,Siaya,5.98,25.31
2015-09-15,Siaya,1.72,25.93
2015-09-16,Siaya,7.93,20.6
2015-09-17,Siaya,4.12,21.9
2015-09-18,Siaya,7.06,18.48
2015-09-19,Siaya,4.82,22.67
2015-09-20,Siaya,2.81,21.77
2015-09-21,Siaya,6.19,20.67
2015-09-22,Siaya,6.21,29.72
2015-09-23,Siaya,6.34,19.03
2015-09-24,Siaya,4.79,23.08
2015-09-25,Siaya,7.87,23.49
2015-09-26,Siaya,2.77,23.68
2015-09-27,Siaya,8.22,28.39
2015-09-28,Siaya,3.18,20.44
2015-09-29,Siaya,6.9,20.35
2015-09-30,Siaya,2.53,21.02
2015-10-01,Siaya,14.56,22.47
2015-10-02,Siaya,19.9,19.27
2015-10-03,Siaya,12.22,21.42
2015-10-04,Siaya,12.71,22.47
2015-10-05,Siaya,14.54,25.84
2015-10-06,Siaya,4.32,24.66
2015-10-07,Siaya,6.42,23.51
2015-10-08,Siaya,8.49,22.82
2015-10-09,Siaya,10.51,24.72
2015-10-10,Siaya,11.82,20.75
2015-10-11,Siaya,15.54,23.71
2015-10-12,Siaya,12.06,21.72
2015-10-13,Siaya,11.54,25.02
2015-10-14,Siaya,6.65,21.93
2015-10-15,Siaya,13.06,20.91
2015-10-16,Siaya,11.03,25.2
2015-10-17,Siaya,10.42,28.56
2015-10-18,Siaya,8.11,27.17
2015-10-19,Siaya,7.41,27.7
2015-10-20,Siaya,4.22,29.47
2015-10-21,Siaya,11.64,18.67
2015-10-22,Siaya,9.34,22.25
2015-10-23,Siaya,6.88,23.81
2015-10-24,Siaya,15.16,26.39
2015-10-25,Siaya,13.2,26.09
2015-10-26,Siaya,8.09,30.07
2015-10-27,Siaya,8.58,25.77
2015-10-28,Siaya,11.55,26.48
2015-10-29,Siaya,13.31,25.52
2015-10-30,Siaya,8.97,19.71
2015-10-31,Siaya,12.18,24.76
2015-11-01,Siaya,4.61,22.3
2015-11-02,Siaya,9.5,27.02
2015-11-03,Siaya,14.4,26.33
2015-11-04,Siaya,5.09,22.5
2015-11-05,Siaya,9.69,21.77
2015-11-06,Siaya,8.87,20.91
2015-11-07,Siaya,4.77,28.21
2015-11-08,Siaya,8.92,22.15
2015-11-09,Siaya,7.4,25.03
2015-11-10,Siaya,4.51,22.98
2015-11-11,Siaya,17.58,19.7
2015-11-12,Siaya,11.23,23.26
2015-11-13,Siaya,8.16,22.61
2015-11-14,Siaya,12.28,25.83
2015-11-15,Siaya,8.1,24.09
2015-11-16,Siaya,5.68,21.94
2015-11-17,Siaya,7.84,23.65
2015-11-18,Siaya,7.11,27.81
2015-11-19,Siaya,11.3,22.77
2015-11-20,Siaya,9.51,22.95
2015-11-21,Siaya,6.86,27.11
2015-11-22,Siaya,13.24,23.19
2015-11-23,Siaya,3.76,24.46
2015-11-24,Siaya,5.4,17.96
2015-11-25,Siaya,9.44,26.61
2015-11-26,Siaya,12.7,21.51
2015-11-27,Siaya,13.53,26.22
2015-11-28,Siaya,17.73,28.31
2015-11-29,Siaya,11.63,24.04
2015-11-30,Siaya,14.02,27.05
2015-12-01,Siaya,3.26,21.29
2015-12-02,Siaya,6.43,26.21
2015-12-03,Siaya,6.44,29.99
2015-12-04,Siaya,6.78,26.76
2015-12-05,Siaya,5.36,23.52
2015-12-06,Siaya,6.74,28.26
2015-12-07,Siaya,6.8,22.35
2015-12-08,Siaya,5.04,29.89
2015-12-09,Siaya,5.62,22.13
2015-12-10,Siaya,5.43,24.67
2015-12-11,Siaya,3.7,18.04
2015-12-12,Siaya,8.94,21.69
2015-12-13,Siaya,5.25,22.02
2015-12-14,Siaya,7.4,26.76
2015-12-15,Siaya,8.29,21.42
2015-12-16,Siaya,2.64,22.32
2015-12-17,Siaya,4.07,25.75
2015-12-18,Siaya,6.22,21.77
2015-12-19,Siaya,7.18,26.29
2015-12-20,Siaya,6.6,24.77
2015-12-21,Siaya,4.84,29.65
2015-12-22,Siaya,5.75,23.84
2015-12-23,Siaya,5.13,25.58
2015-12-24,Siaya,8.27,22.49
2015-12-25,Siaya,0.66,21.5
2015-12-26,Siaya,5.9,26.48
2015-12-27,Siaya,3.32,27.14
2015-12-28,Siaya,2.3,21.02
2015-12-29,Siaya,5.76,15.23
2015-12-30,Siaya,2.87,23.16
2015-12-31,Siaya,9.9,19.69
2016-01-01,Siaya,6.07,20.48
2016-01-02,Siaya,5.01,22.23
2016-01-03,Siaya,2.59,24.64
2016-01-04,Siaya,4.96,24.95
2016-01-05,Siaya,5.96,28.64
